	donor1_H1	donor1_H2	donor1_H3	donor2_H1	donor2_H2	donor2_H3	donor3_H1	donor3_H2	donor3_H3	donor4_H1	donor4_H2	donor4_H3	donor5_H1	donor5_H2	donor5_H3	donor6_H1	donor6_H2	donor6_H3	donor1_L1	donor1_L2	donor1_L3	donor2_L1	donor2_L2	donor2_L3	donor3_L1	donor3_L2	donor3_L3	donor4_L1	donor4_L2	donor4_L3	donor5_L1	donor5_L2	donor5_L3	donor6_L1	donor6_L2	donor6_L3	FC	Log2FC	pval	adj pval
CTTN1	59241.9	56184.92971	58563.77824	61236.55413	60606.554	63905.95905	65034.74817	64715.16717	67308.55979	42225.41926	39460.22662	37304.62207	41936.29638	43733.25127	51388.91426	47018.3603	47430.66984	48406.78714	56138.72994	43570.53426	43711.44315	51537.54001	48767.93618	49493.41095	53798.26346	52921.38296	50442.33799	31985.97758	31394.84788	31566.279	50773.43693	44893.08286	49679.54957	43691.28138	43519.35343	43918.65332	1.162932585	0.217767466	0.000146881	0.014519862
ATP6V1G1	58802.7	66323.02611	65684.04785	122533.906	127021.7417	121319.5512	134283.0104	114208.4726	128161.2955	68865.36795	75269.31001	35513.17776	97230.22126	103276.795	94539.16805	113928.4978	124263.6925	113719.6641	69377.50778	75779.31539	74843.50806	95227.24245	86815.95942	77381.93237	79999.69327	87924.65872	85078.90575	46476.73635	40649.80713	40816.82831	75777.64996	73318.52703	74171.5246	97018.00305	101761.9481	81788.19176	1.293749724	0.371558555	0.000151874	0.014745296
RPL37A	39982.8	32327.60209	42032.08113	40259.26529	39094.39092	42326.70534	42360.06738	47384.72249	36135.52945	11163.7304	12289.80994	10461.30264	23602.54619	28295.23261	25510.70313	24628.58435	25031.96701	29284.13392	47917.8098	49343.69203	42728.57117	48544.82982	55349.28986	41224.07201	59475.41664	56035.19248	52359.5041	15484.47485	23032.29138	13384.11049	28492.22304	29099.04231	28850.50986	27613.81648	26580.16677	32234.35089	0.814712936	-0.295636279	0.000158972	0.015163723
HIST1H2BJ	12533.1	11968.10188	14035.66127	62712.16566	63621.11008	61628.27124	39991.29639	47263.02074	48711.88763	28256.86574	25874.37052	18588.68948	27499.52749	22267.7011	30048.33812	35450.07322	34577.89313	38905.13311	41264.0851	40848.21032	36931.33844	73103.54869	68364.92472	69914.43426	53325.21339	52047.76842	45876.10026	19707.24023	21174.76127	23911.32592	51783.63696	50269.00071	46792.39512	62344.78748	62907.18288	69826.11949	0.700739848	-0.513049156	0.000165814	0.01554359
FARSB	24874.5	23360.14199	23733.54485	31680.22223	31567.55401	30247.07641	26343.67743	26816.43967	25680.87844	11644.72983	12127.09163	14649.21803	22312.73738	21060.01402	29080.02173	30272.1877	34261.91834	33744.90074	25909.75077	26423.2818	26859.87672	38807.89481	37375.14696	41348.25534	35297.62062	34516.35191	34730.14671	11978.202	12779.82261	9060.310297	31878.42513	34537.93673	36839.28266	37552.76631	35866.0281	37307.36736	0.825865774	-0.276020772	0.000167226	0.015410306
MAP21	86907.7	91329.32617	93580.04119	176931.752	174599.4568	188899.8695	158198.5087	176352.1331	169945.2697	59369.94743	58986.16472	36761.08431	147533.753	150456.9933	141332.7214	138746.6898	137552.599	148524.7442	64404.04497	83873.24759	67454.67804	160006.892	152655.8593	143518.6964	156382.6464	138562.3656	142989.9597	49643.32303	37819.18938	42938.14304	137877.1667	146610.901	119268.2398	137369.2917	137614.971	138144.7734	1.135564486	0.183409635	0.000168644	0.015281968
TXNDC17	46851	33519.21295	43232.19275	67337.62918	66174.79215	65847.56056	65372.08112	71552.52052	70638.98529	19029.13038	22008.77423	20799.36074	65375.3797	55247.08544	61590.46551	60391.99134	60983.98063	55458.54405	37579.75968	36074.49458	42958.50131	52948.65397	48635.67191	47863.19819	55119.33561	45020.98144	41214.75308	15646.92639	12873.56857	14433.10449	48647.60037	53003.98283	55968.0606	56076.56291	57190.67358	50825.67808	1.23226716	0.301315071	0.000171391	0.015276319
HLA-B1	12422	9622.60482	9491.346583	8546.698202	14601.13723	8524.801605	10331.30525	10055.23926	6656.401866	0	0	0	0	0	0	6599.244917	8037.743557	6340.710387	3735.171611	8222.564921	4000.875156	1543.689932	3491.171081	2122.509365	3999.090032	4464.734588	2571.530088	0	0	0	0	0	0	2371.516549	0	2517.202317	2.849105409	1.510508998	0.000179179	0.015712829
CAST	32189	30950.37133	33501.52084	36205.73797	40129.62049	35139.11463	43146.56711	40230.03039	41360.04558	21381.79873	23244.18968	24249.67486	36208.39915	35550.93727	31965.38158	27042.83005	31654.43939	28004.97651	30284.27608	31793.99249	26200.58492	26438.09385	27882.29648	31021.41935	30972.46511	33068.85127	28734.31548	20071.94395	15398.14017	24208.66303	32793.45237	29273.74474	31955.716	25686.42951	26664.10979	27838.37838	1.183630168	0.243218373	0.000179905	0.015526095
RPS8	198624	171490.1439	168353.3271	240471.1353	250633.2474	262213.0181	284894.6755	266426.2899	268022.1955	64136.88746	61123.78584	47744.42134	187319.2336	176821.2483	175699.4609	142634.0166	138474.1041	142133.2425	155918.1883	151745.1005	151368.4086	208001.9504	198673.5062	195593.2032	189904.8106	210173.5108	190604.8138	51224.70757	47667.6154	57839.0432	157397.9552	168166.2508	160146.1648	125389.0454	128988.5084	133625.7992	1.210550191	0.275662897	0.000180165	0.015305579
HSPE1	619555	601992.4327	582831.1409	628632.388	649053.0426	658496.3516	755811.2464	760263.4572	792724.7469	241764.1137	271827.6737	286077.5125	533249.0531	568531.4955	547820.3325	568441.1823	564047.767	570296.3646	492000.9127	408509.0303	424293.672	456352.1278	399926.1098	380604.0693	430420.3467	436775.9813	460057.5522	218518.4427	266588.6098	233853.71	440886.3734	559814.561	512777.6231	538693.664	551188.6082	540057.524	1.316087676	0.396255603	0.00018295	0.015303029
NSF	33034.5	32252.66483	32760.54395	40340.32892	40463.34886	42480.3415	34467.36916	35321.04997	38000.95302	19213.08948	16278.82686	18273.42514	41431.63632	43991.08943	37222.9238	45347.4231	44600.84609	41961.93362	32946.84493	31870.95895	35953.68183	57682.25054	55067.59724	53850.30615	42681.64186	44833.89392	44607.75556	18656.74734	17441.07551	19114.05597	50153.98444	46945.88863	44598.54928	50950.84945	46175.00552	49458.75523	0.857942138	-0.221047743	0.000188893	0.015560782
ATP6V1B1; ATP6V1B2	53604.3	57596.13335	55992.15255	109343.4474	118257.0297	118348.2532	118819.7229	124600.8886	122564.3368	39884.91842	35898.82029	36124.15792	88207.81704	83181.1684	78879.80512	94063.89805	98351.75154	100544.0215	55223.07151	58928.93357	57069.5	94244.02998	98050.68217	102943.8557	88554.68741	91719.3848	91142.62545	30771.81476	26295.46982	30202.84687	73516.00038	75829.32514	76848.33309	90391.60948	85781.71111	87589.80591	1.166647647	0.222368902	0.000189402	0.015369861
PAPSS2	40773.8	39078.94762	39721.58403	62977.00425	66728.99894	60196.21623	55198.06437	53568.88593	59533.13312	13320.86776	16906.72607	14091.3743	80811.36894	75556.16371	84583.73359	85620.27728	88339.57767	85937.201	36906.64339	44740.17764	35745.52022	97925.67852	100273.9336	98025.79453	87689.8772	80333.0487	83342.44761	18992.77835	17243.61392	13915.66068	97444.69873	88121.47131	86669.92727	105568.2606	108865.8282	102365.5145	0.784363418	-0.350405844	0.000195657	0.015643921
PRDX4; PRDX1	132345	114516.1573	143009.1293	124300.2642	126189.1578	121718.3367	106930.5392	110926.4105	95767.50663	64899.78165	65513.20726	171064.6724	73634.1521	81810.36371	88068.23464	120473.2926	141881.1366	130529.7636	75700.23774	84065.88813	85777.54794	77319.25446	87817.3088	76865.80237	61558.47162	69861.00304	48533.58962	85872.69735	85864.49355	85791.96306	81895.87083	70817.77168	91883.90369	80185.02039	73396.62168	89639.97625	1.42519077	0.511155046	0.000200621	0.015808346
HIST2H2BF	75970.2	77374.25429	83917.20381	49514.33763	49692.98787	50041.4767	58087.3148	52829.99056	55502.42845	16097.52694	8539.412002	14761.08889	44355.19564	33530.41566	51891.15089	117928.9759	112487.0266	109249.0411	40902.85689	42004.50238	44461.66393	22533.05473	27004.23669	23666.84559	30670.49946	29847.9034	30998.46712	0	10539.11654	9119.494016	49560.24311	51923.02466	57462.03755	69088.07973	62969.95206	72361.13031	1.572729095	0.653270186	0.000214023	0.016623451
SSSCA1	10979.2	15768.14016	16937.42809	16099.88323	17908.77676	17388.89364	21599.38193	21110.28417	20490.7628	2058.350816	8994.850533	8141.230749	12015.45447	11646.55309	15016.66677	11502.61706	11529.2756	12871.6017	9247.914194	9616.241291	11150.88622	13178.34824	12444.73334	13339.89812	11664.99743	12719.36162	8372.550913	0	5348.264683	0	11902.9223	10502.96321	14650.38758	11419.55966	11661.20175	11535.30998	1.41007854	0.495775521	0.000224096	0.017160699
ANXA2	935036	993386.5276	986810.8005	197605.2825	204635.01	203961.5153	186787.6766	179464.9555	179024.704	226821.0534	227777.1325	234435.649	532293.9644	523218.7239	566557.3015	869317.7422	895283.4036	886730.3371	993275.2975	990589.7724	972637.3762	338858.407	341138.6219	340562.1914	301580.1933	289333.9718	282562.5382	225274.8023	222492.4602	204216.1425	598711.4656	543612.2189	591299.1437	1000885.417	998379.2239	986763.2025	0.883290497	-0.179040105	0.000227525	0.017181286
ALDH4A1	14884.7	14935.65704	15406.19365	19467.93919	20686.87436	18491.43192	20366.00475	18933.25112	20037.70843	8424.348038	17889.51357	10117.69294	14040.35221	13445.5828	14709.28128	21375.75046	20136.99964	20621.21718	14084.97795	14167.2143	13623.92775	13884.35742	15685.26418	13278.02941	14963.42552	15178.68851	16650.27661	4163.811717	10175.41624	6205.629694	15766.75077	15310.31359	14860.52527	18241.31815	18447.36661	17965.19523	1.203116977	0.26677692	0.000233064	0.01735851
CNTN1	0	1505.923952	0	18736.17865	18258.71678	19667.61875	17479.27258	16990.02258	19691.18089	0	7794.98437	14140.15675	7239.506179	15256.17722	10187.16144	10201.43063	7672.259	8049.02831	0	0	2709.184766	10608.9044	9452.565413	11131.16272	10824.38644	13220.20374	9669.909472	0	0	0	5788.143404	5069.341252	4633.223731	4885.596107	6935.585593	7645.195174	1.880308286	0.910969218	0.000236717	0.017392314
SCRN1	37577.3	36412.52015	38035.43947	111360.2508	112001.765	111909.5955	120397.072	116578.8572	115168.2328	23789.09324	24334.67874	22091.42918	78384.89484	81270.78697	87016.45528	71995.81003	72096.4654	69182.27456	34203.05143	40442.28517	36580.77434	86717.599	84310.23011	83253.10616	82794.03531	85097.73831	86999.78877	14529.99082	20227.17747	18873.06554	69928.04858	66858.30342	69564.63577	65574.18019	66718.04577	67834.98994	1.230536095	0.299286977	0.000244245	0.017706144
RPL3	101832	101697.0595	105621.6029	167631.3117	171853.8983	175457.5696	171055.3927	174150.074	168935.0421	25804.38979	28585.30593	43125.37219	117433.0909	106739.0516	119340.5922	94673.85728	96578.06561	97046.69375	82410.27089	82809.40504	83437.65729	166300.4919	152328.2836	159491.9722	152124.8644	140898.2622	144300.721	25574.2589	25175.69642	28158.68376	116271.493	112625.5261	112094.6096	93273.18859	93613.24072	87748.42458	1.112406734	0.153684383	0.000244406	0.017484684
MRPS34	0	4998.207376	5428.931932	4955.86693	4141.288828	3671.132086	4657.78167	2644.710626	4401.461624	0	0	0	5257.301999	7389.260643	0	4639.729745	4178.402062	4191.136727	0	3394.916561	3490.221628	0	3076.686926	0	0	0	4581.969052	0	0	0	3246.625704	3399.416236	0	2913.413984	1964.771963	1213.502331	2.219641813	1.150326885	0.00025525	0.018023305
VARS1	35462.2	37897.67633	36709.77016	22857.06709	21471.74976	23474.17657	18471.12532	21452.30611	21268.6724	15209.63926	14619.86014	16055.82304	35166.58404	32857.89972	33826.99145	34624.17489	38218.57796	37172.16409	38916.88849	41469.8884	40741.62554	29026.64346	29802.76478	29824.95645	25979.64962	27832.99028	30374.89892	14875.20034	16285.82858	16837.41353	44090.50347	43624.76419	41539.47346	33577.78422	36738.02524	34904.87746	0.861863956	-0.214467935	0.000257193	0.017927646
RPS18	40684.7	37243.92007	40892.24506	45689.83811	43469.22013	42791.53253	38751.62355	34130.42967	38821.17522	18976.88668	16569.37059	12934.27952	26121.67487	22317.48446	24100.16843	35678.06769	35590.80899	33805.85891	50822.58362	53512.22251	49015.02902	90498.62017	87856.79737	92106.35199	67673.77321	68297.73256	73690.36842	20124.00967	16238.06683	19775.55815	39227.36075	39003.72818	31891.46677	39539.18979	37640.22468	37618.50809	0.643574579	-0.635820753	0.000257902	0.017749551
LTA4H	17144.3	19371.72659	20491.23102	32182.60952	32108.21249	31735.49157	30921.88194	30131.64128	31143.10192	10089.331	12022.15387	8543.397159	36692.5303	30533.17093	34514.70136	32589.77897	32210.72411	36084.8803	23800.60063	24291.66984	22922.03961	43494.6879	42758.15713	45671.37357	38054.41024	34817.05139	35971.92637	10103.02385	11195.26094	10923.45476	39126.79691	38783.51944	33696.69325	34845.62778	36413.21625	35745.0323	0.850512791	-0.233595162	0.000260463	0.017701703
TUBB6; TUBB3	17905.4	21661.49829	17822.22204	28867.29098	17787.42099	24010.80821	23056.88463	21618.34616	21441.13349	8311.853904	10802.45749	6359.907232	32964.39111	30543.08355	26517.15615	35854.45673	33210.85302	30572.93321	26954.88491	19966.28935	22397.66737	49871.26789	52883.27349	37150.10077	40492.33562	47341.01768	45157.20397	7529.685829	7143.743163	8100.288899	45027.19858	33734.82864	32234.47646	45368.64397	44557.40944	48652.18519	0.666015412	-0.586372533	0.000261745	0.017569262
RPS16	38581	42666.48311	42704.63448	32169.1373	32291.05673	32888.28145	27845.93655	22803.36704	22210.78698	15293.87585	17279.49265	9546.165247	25896.73502	26502.70117	23664.72302	30324.11037	31064.23229	28335.69334	59741.5711	64173.42375	62717.52757	57181.76973	54472.12754	51466.29835	44126.85789	45390.73283	48619.18813	9461.908837	13302.88331	14701.28318	28047.04664	27151.37183	23760.45011	36687.50257	35270.25833	36198.53409	0.704686364	-0.504946796	0.000263021	0.017439574
PPP2CA; PPP2CB	39001.6	43230.03893	38109.75313	56074.7349	61373.01759	59305.86412	61670.11811	65294.19328	60813.74846	26392.93978	29845.33641	31181.8473	52418.66888	40557.90987	50880.00893	47103.17086	47374.55525	45885.75431	29860.67026	38365.64926	35823.52413	49873.98114	57578.37481	51536.63918	50272.31187	56262.95589	55800.27994	24791.32369	20244.87559	25217.6233	48959.65929	48187.94963	45533.75573	44391.8194	46719.18419	43373.16768	1.108333583	0.148392165	0.000268104	0.01756243
MLEC	53786.1	53687.38188	57563.7343	18235.05799	21370.89014	19826.90246	20273.63024	25297.28176	23608.36397	15359.30811	31111.41269	6043.665462	21230.6329	21667.1067	22837.90816	31096.81705	30614.47018	31751.70782	45263.78276	31559.05405	45019.36924	8316.494269	5384.289063	10995.68696	15374.84544	11006.33481	0	0	13792.86628	0	22741.00834	21289.11172	22029.7819	31010.07005	30980.45802	32761.43976	1.454177294	0.540203174	0.000275627	0.017840262
XRCC6	91248.7	84252.53036	83003.84279	113181.6494	114115.0692	106800.0694	94203.57475	91768.38247	95344.61002	42300.38132	44814.03904	47055.51366	131924.0913	135590.2718	137450.2864	125144.2183	124452.8547	127882.5292	98669.47401	91993.20926	96071.00335	146733.4671	146919.92	148241.8989	129087.5575	120846.2352	120392.1718	41484.19434	43127.00342	38398.09767	143292.0628	140884.4276	150921.1409	137792.0486	134689.3254	136093.3195	0.866818806	-0.206197642	0.000278612	0.01782134
PMPCB	23183.5	22753.35692	21467.0273	24291.9165	25275.34994	23919.5255	26628.12683	24047.6961	24007.63892	19157.2721	16323.13392	15896.0583	19898.66845	18325.89419	20749.35402	24653.64682	26442.12342	25408.30842	19707.84231	17996.12745	18069.81069	18292.13839	22146.91812	18300.20837	20597.72475	20864.78952	21619.03504	13080.11081	6655.035376	10877.74696	21441.76504	23099.42635	19840.30959	23282.15998	21163.53076	23092.6533	1.183170415	0.242657884	0.000282183	0.017839882
PDIA2	178293	173226.207	170318.6632	13077.38405	13929.04859	9981.164092	7834.995625	9701.664225	7942.395149	65799.58157	60557.20828	63498.30858	19627.84044	22332.68381	16359.26406	27709.99939	27459.90042	28356.9055	206553.0771	191484.9265	189582.3899	53279.21776	49440.92464	49991.48197	35891.05935	37980.06039	39111.85023	66893.24002	62889.31533	69641.42742	22571.91595	20816.26445	18350.49791	31485.88504	32435.1122	29892.934	0.758100304	-0.399539352	0.000282609	0.017661415
CMAS	17167.9	15099.41614	17721.50102	22197.04327	23363.76496	24650.59391	20219.94542	20209.11979	17174.09749	6188.589862	6798.801111	4595.901929	21956.93941	21673.27455	22709.74404	29131.15787	27310.15584	29428.548	26150.15748	27328.92797	30017.56132	31090.97136	28436.59485	28999.59435	30145.87002	28785.47505	27818.20372	4351.435126	5393.847011	4791.075756	24811.17193	30513.39965	24613.49668	26623.64731	28898.97193	33796.36507	0.785410295	-0.348481587	0.00028786	0.017785168
PCSK1N	161343	149657.895	156911.7721	436054.4328	433388.3215	446138.4414	483804.3608	466966.7903	501040.752	167121.9877	171181.5623	196498.188	476215.9886	507611.8603	559430.1261	407451.2844	398838.391	435847.7084	137974.7896	136622.2007	130064.7235	355045.1797	367775.4578	354443.0785	343739.4147	344316.5543	358811.8976	109884.6598	119121.5086	119365.9177	513265.3803	558982.8938	556032.8739	341063.3705	326828.5698	318467.3522	1.193688028	0.255425835	0.000296159	0.018092348
ACO1	55078.1	46718.31454	50914.8705	24873.17963	25460.04694	25172.24228	23635.51309	20040.56571	20927.99295	22999.3114	19064.55742	21083.88059	25006.6363	24464.88756	24374.9398	30880.45495	34316.23642	32723.82459	59933.42441	65486.45363	66099.0199	36132.40828	35398.47475	32878.92996	28494.00521	27387.60547	26842.18394	22443.16788	19518.71154	15741.21442	28131.64467	26882.72762	29331.28574	38692.28822	39464.83006	36326.88366	0.830837219	-0.267362248	0.000298436	0.018028827
ILF2	22761	24236.64214	26380.76039	29085.49495	29020.81979	26341.51375	29465.75284	29362.23477	27266.1674	27378.42277	23867.07952	23629.98671	37146.03274	42693.19754	39480.80046	29168.4872	28640.31462	29136.72013	28316.62759	31477.03877	25909.65754	45459.75622	42788.8954	42481.28888	39507.35766	39648.09557	35213.78376	22743.54078	21776.72932	24104.24435	41915.00703	47944.41236	39289.60478	37011.08239	39485.78894	36071.89586	0.818943586	-0.288164021	0.000311001	0.018581434
MIF	1024710	973405.5541	991807.5843	1853490.133	1739660.446	1779159.788	2055487.457	2003108.098	2023814.858	303663.5412	284084.2318	287269.0837	1902887.909	1852018.146	1844875.599	1919753.614	1970224.368	1838590.57	1105211.085	1039591.379	1089784.969	1443729.432	1397076.467	1367900.556	1649920.916	1569798.044	1401957.095	252937.0509	280347.5482	297475.0262	1410993.565	1505118.91	1503473.754	1629279.333	1689716.141	1742441.574	1.190879265	0.252027156	0.000321603	0.019006023
TLN1	37409	35230.65802	36801.26333	31915.69828	33004.36927	30813.78985	28778.26668	26744.90418	29446.12606	58398.07843	62532.8884	57261.61924	44405.91414	40719.81593	38764.64437	43849.59673	45167.38149	46134.72933	41738.60455	41744.20764	44739.09937	59145.48143	53114.48356	55843.48203	50869.28494	48034.4499	46672.17733	65127.96034	56304.37689	58736.41339	48296.14531	48511.61987	45003.51731	46255.36582	48073.66563	50588.4453	0.800373811	-0.321254133	0.000321808	0.018813631
ERP27	139659	132983.6146	149668.8899	4100.323143	5156.334895	3937.511606	2775.344757	1623.867134	2444.624508	63605.51625	43900.60547	42610.89063	7961.487339	6009.666772	5143.715815	17780.60762	13923.3923	17288.76575	150072.6752	153023.0131	189232.0526	19993.56965	16913.22411	15925.56449	15354.30206	14647.42038	18344.64608	72906.46507	51571.86778	61153.56791	11627.25297	12230.52956	8127.278326	12830.77759	13467.4278	14862.66543	0.775063155	-0.367614224	0.000329546	0.019061093
