Protein	Donor	Type	Replicate	Value
PAICS	2	L	3	28610.99194
PAICS	3	L	1	31122.12256
PAICS	3	L	2	25749.34893
PAICS	3	L	3	28987.28477
PAICS	4	L	1	14362.50328
PAICS	4	L	2	13944.80738
PAICS	4	L	3	16907.78778
PAICS	5	L	1	30701.10253
PAICS	5	L	2	34669.32969
PAICS	5	L	3	26011.46424
PAICS	6	L	1	25649.70517
PAICS	6	L	2	29212.17293
PAICS	6	L	3	29387.5576
DENND4A	1	H	1	5880.79
DENND4A	1	H	2	5218.91289
DENND4A	1	H	3	8703.670868
DENND4A	2	H	1	7146.369924
DENND4A	2	H	2	6129.091717
DENND4A	2	H	3	5753.956689
DENND4A	3	H	1	7988.392261
DENND4A	3	H	2	7411.145712
DENND4A	3	H	3	9934.664763
DENND4A	4	H	1	3295.607614
DENND4A	4	H	2	6353.398603
DENND4A	4	H	3	6275.093304
DENND4A	5	H	1	3208.142811
DENND4A	5	H	2	7192.318986
DENND4A	5	H	3	5076.247305
DENND4A	6	H	1	0
DENND4A	6	H	2	0
DENND4A	6	H	3	7737.820242
DENND4A	1	L	1	0
DENND4A	1	L	2	6386.701646
DENND4A	1	L	3	4965.039811
DENND4A	2	L	1	0
DENND4A	2	L	2	4263.44188
DENND4A	2	L	3	7511.185218
DENND4A	3	L	1	0
DENND4A	3	L	2	0
DENND4A	3	L	3	0
DENND4A	4	L	1	0
DENND4A	4	L	2	6968.609026
DENND4A	4	L	3	0
DENND4A	5	L	1	0
DENND4A	5	L	2	0
DENND4A	5	L	3	0
DENND4A	6	L	1	7340.126732
DENND4A	6	L	2	9150.810871
DENND4A	6	L	3	0
PSMD4	1	H	1	23757.2
PSMD4	1	H	2	19957.04474
PSMD4	1	H	3	19964.26176
PSMD4	2	H	1	33931.00479
PSMD4	2	H	2	36730.73253
PSMD4	2	H	3	32095.78163
PSMD4	3	H	1	36049.41148
PSMD4	3	H	2	35475.43408
PSMD4	3	H	3	34277.21532
PSMD4	4	H	1	8425.21593
PSMD4	4	H	2	11053.78991
PSMD4	4	H	3	10851.11794
PSMD4	5	H	1	29099.795
PSMD4	5	H	2	25863.22729
PSMD4	5	H	3	25034.09932
PSMD4	6	H	1	31862.3328
PSMD4	6	H	2	28917.18885
PSMD4	6	H	3	25252.64546
PSMD4	1	L	1	21520.05253
PSMD4	1	L	2	19809.10274
PSMD4	1	L	3	21614.45366
PSMD4	2	L	1	27276.14766
PSMD4	2	L	2	31255.87688
PSMD4	2	L	3	31351.4973
PSMD4	3	L	1	26547.57479
PSMD4	3	L	2	31024.48319
PSMD4	3	L	3	29273.92499
PSMD4	4	L	1	6991.418889
PSMD4	4	L	2	7360.085332
PSMD4	4	L	3	8024.792224
PSMD4	5	L	1	29582.25209
PSMD4	5	L	2	29248.53319
PSMD4	5	L	3	31661.96058
PSMD4	6	L	1	24931.23202
PSMD4	6	L	2	26271.90992
PSMD4	6	L	3	23216.51063
AHCY	1	H	1	85276.7
AHCY	1	H	2	76452.94934
AHCY	1	H	3	83310.12894
AHCY	2	H	1	141753.1272
AHCY	2	H	2	145513.4431
AHCY	2	H	3	142105.9593
AHCY	3	H	1	114637.1148
AHCY	3	H	2	116145.7589
AHCY	3	H	3	109667.9394
AHCY	4	H	1	34234.43018
AHCY	4	H	2	32067.85779
AHCY	4	H	3	32818.05858
AHCY	5	H	1	114358.1446
AHCY	5	H	2	106869.2373
AHCY	5	H	3	103962.4609
AHCY	6	H	1	111650.6681
AHCY	6	H	2	114378.6483
AHCY	6	H	3	115751.9603
AHCY	1	L	1	112117.4135
AHCY	1	L	2	112586.4499
AHCY	1	L	3	108123.2883
AHCY	2	L	1	132523.9724
AHCY	2	L	2	132076.9291
AHCY	2	L	3	139377.3941
AHCY	3	L	1	117211.0516
AHCY	3	L	2	115536.7908
AHCY	3	L	3	109126.1836
AHCY	4	L	1	38158.48637
AHCY	4	L	2	31460.46232
AHCY	4	L	3	34535.4734
AHCY	5	L	1	118557.506
AHCY	5	L	2	123758.3595
AHCY	5	L	3	116321.3137
AHCY	6	L	1	124678.0452
AHCY	6	L	2	123867.0165
AHCY	6	L	3	126214.6815
GPLD1	1	H	1	14914.2
GPLD1	1	H	2	16023.08442
GPLD1	1	H	3	15580.83566
GPLD1	2	H	1	13187.11934
GPLD1	2	H	2	11638.92161
GPLD1	2	H	3	11308.34772
GPLD1	3	H	1	14544.57893
GPLD1	3	H	2	14105.40522
GPLD1	3	H	3	12701.23193
GPLD1	4	H	1	44825.69213
GPLD1	4	H	2	39022.94275
GPLD1	4	H	3	33941.92088
GPLD1	5	H	1	14408.77492
GPLD1	5	H	2	16520.80677
GPLD1	5	H	3	15832.64499
GPLD1	6	H	1	13643.1848
GPLD1	6	H	2	10907.25966
GPLD1	6	H	3	15654.57254
GPLD1	1	L	1	19972.41332
GPLD1	1	L	2	19111.58016
GPLD1	1	L	3	17012.56288
GPLD1	2	L	1	13843.88484
GPLD1	2	L	2	13884.71997
GPLD1	2	L	3	13379.58328
GPLD1	3	L	1	14428.19305
GPLD1	3	L	2	18010.46413
GPLD1	3	L	3	18529.72689
GPLD1	4	L	1	60004.15748
GPLD1	4	L	2	45977.09684
GPLD1	4	L	3	54266.11182
GPLD1	5	L	1	17092.6383
GPLD1	5	L	2	16543.901
GPLD1	5	L	3	17466.21184
GPLD1	6	L	1	8625.958816
GPLD1	6	L	2	14127.36401
GPLD1	6	L	3	10921.37124
LUZP1	1	H	1	1222.74
LUZP1	1	H	2	1099.756088
LUZP1	1	H	3	4594.233439
LUZP1	2	H	1	1550.330552
LUZP1	2	H	2	2574.259282
LUZP1	2	H	3	4169.152987
LUZP1	3	H	1	5209.693634
LUZP1	3	H	2	0
LUZP1	3	H	3	0
LUZP1	4	H	1	0
LUZP1	4	H	2	0
LUZP1	4	H	3	0
LUZP1	5	H	1	7629.786144
LUZP1	5	H	2	5657.912078
LUZP1	5	H	3	1868.893346
LUZP1	6	H	1	3606.637738
LUZP1	6	H	2	1637.848475
LUZP1	6	H	3	3646.573495
LUZP1	1	L	1	5570.725667
LUZP1	1	L	2	6947.479732
LUZP1	1	L	3	7786.956105
LUZP1	2	L	1	4617.820111
LUZP1	2	L	2	2764.132645
LUZP1	2	L	3	3187.788301
LUZP1	3	L	1	6478.720683
LUZP1	3	L	2	5244.621952
LUZP1	3	L	3	2318.855969
LUZP1	4	L	1	0
LUZP1	4	L	2	0
LUZP1	4	L	3	0
LUZP1	5	L	1	4340.563264
LUZP1	5	L	2	3092.128274
LUZP1	5	L	3	4448.504577
LUZP1	6	L	1	4180.125928
LUZP1	6	L	2	4013.110767
LUZP1	6	L	3	5763.419454
NDUFB10	1	H	1	19780
NDUFB10	1	H	2	24062.14958
NDUFB10	1	H	3	24149.28904
NDUFB10	2	H	1	27231.85513
NDUFB10	2	H	2	33586.13587
NDUFB10	2	H	3	32287.91328
NDUFB10	3	H	1	37674.03536
NDUFB10	3	H	2	30789.28787
NDUFB10	3	H	3	22849.60397
NDUFB10	4	H	1	11187.12945
NDUFB10	4	H	2	15447.01155
NDUFB10	4	H	3	12565.87874
NDUFB10	5	H	1	17485.03865
NDUFB10	5	H	2	14228.56934
NDUFB10	5	H	3	17826.58692
NDUFB10	6	H	1	21939.8147
NDUFB10	6	H	2	22898.45025
NDUFB10	6	H	3	16435.45849
NDUFB10	1	L	1	16729.0021
NDUFB10	1	L	2	21137.39128
NDUFB10	1	L	3	22010.02874
NDUFB10	2	L	1	12950.66169
NDUFB10	2	L	2	15144.42781
NDUFB10	2	L	3	15864.58757
NDUFB10	3	L	1	13029.25485
NDUFB10	3	L	2	9004.131552
NDUFB10	3	L	3	6827.68913
NDUFB10	4	L	1	6551.662565
NDUFB10	4	L	2	10282.91881
NDUFB10	4	L	3	7628.797189
NDUFB10	5	L	1	19761.62325
NDUFB10	5	L	2	21293.71466
NDUFB10	5	L	3	20544.65614
NDUFB10	6	L	1	31141.70116
NDUFB10	6	L	2	21477.48413
NDUFB10	6	L	3	22568.23838
HOOK2	1	H	1	15574.2
HOOK2	1	H	2	13965.11604
HOOK2	1	H	3	13360.16286
HOOK2	2	H	1	13622.26066
HOOK2	2	H	2	15856.96102
HOOK2	2	H	3	15249.16718
HOOK2	3	H	1	12887.21761
HOOK2	3	H	2	13177.15791
HOOK2	3	H	3	14967.5358
HOOK2	4	H	1	31018.12409
HOOK2	4	H	2	18505.49393
HOOK2	4	H	3	17508.10051
HOOK2	5	H	1	18569.77785
HOOK2	5	H	2	13278.9407
HOOK2	5	H	3	15531.61561
HOOK2	6	H	1	11930.26531
HOOK2	6	H	2	11897.13789
HOOK2	6	H	3	11651.25982
HOOK2	1	L	1	11597.96557
HOOK2	1	L	2	15784.18316
HOOK2	1	L	3	16114.04396
HOOK2	2	L	1	13189.87953
HOOK2	2	L	2	11156.73283
HOOK2	2	L	3	12962.33175
HOOK2	3	L	1	10055.68835
HOOK2	3	L	2	11001.47959
HOOK2	3	L	3	9620.419759
HOOK2	4	L	1	26626.78244
HOOK2	4	L	2	15022.9245
HOOK2	4	L	3	20516.65495
HOOK2	5	L	1	12708.05503
HOOK2	5	L	2	13580.655
HOOK2	5	L	3	9951.269334
HOOK2	6	L	1	12221.83689
HOOK2	6	L	2	12380.68269
HOOK2	6	L	3	12734.09489
MLPH	1	H	1	8590.86
MLPH	1	H	2	9888.666583
MLPH	1	H	3	11947.90881
MLPH	2	H	1	7602.836503
MLPH	2	H	2	10801.451
MLPH	2	H	3	10567.70155
MLPH	3	H	1	11114.48545
MLPH	3	H	2	11056.05053
MLPH	3	H	3	10046.581
MLPH	4	H	1	0
MLPH	4	H	2	0
MLPH	4	H	3	0
MLPH	5	H	1	14757.54695
MLPH	5	H	2	6211.619807
MLPH	5	H	3	9631.710655
MLPH	6	H	1	13169.11281
MLPH	6	H	2	11615.61386
MLPH	6	H	3	14369.20147
MLPH	1	L	1	10228.55774
MLPH	1	L	2	8742.211951
MLPH	1	L	3	11807.27555
MLPH	2	L	1	5202.287187
MLPH	2	L	2	6895.512179
MLPH	2	L	3	7350.471478
MLPH	3	L	1	7186.064744
MLPH	3	L	2	8778.882067
MLPH	3	L	3	7875.183125
MLPH	4	L	1	0
MLPH	4	L	2	0
MLPH	4	L	3	3761.89373
MLPH	5	L	1	8550.549052
MLPH	5	L	2	8013.558295
MLPH	5	L	3	8656.881542
MLPH	6	L	1	11215.76096
MLPH	6	L	2	10821.23409
MLPH	6	L	3	10724.88945
CRTC1	1	H	1	0
CRTC1	1	H	2	12939.6276
CRTC1	1	H	3	6557.537516
CRTC1	2	H	1	13229.26322
CRTC1	2	H	2	10122.29871
CRTC1	2	H	3	10411.09179
CRTC1	3	H	1	14964.21334
CRTC1	3	H	2	11214.87989
CRTC1	3	H	3	10915.73216
CRTC1	4	H	1	0
CRTC1	4	H	2	6386.002723
CRTC1	4	H	3	0
CRTC1	5	H	1	12700.26402
CRTC1	5	H	2	11964.08723
CRTC1	5	H	3	11980.94853
CRTC1	6	H	1	10481.10455
CRTC1	6	H	2	8744.06875
CRTC1	6	H	3	7074.276088
CRTC1	1	L	1	0
CRTC1	1	L	2	0
CRTC1	1	L	3	7972.986369
CRTC1	2	L	1	9911.080171
CRTC1	2	L	2	9451.914749
CRTC1	2	L	3	9101.969212
CRTC1	3	L	1	12044.38734
CRTC1	3	L	2	13775.20846
CRTC1	3	L	3	8220.780274
CRTC1	4	L	1	0
CRTC1	4	L	2	0
CRTC1	4	L	3	0
CRTC1	5	L	1	11809.40829
CRTC1	5	L	2	8657.331493
CRTC1	5	L	3	9132.669517
CRTC1	6	L	1	6458.102183
CRTC1	6	L	2	9546.385662
CRTC1	6	L	3	6681.225784
PTGFRN	1	H	1	9023.85
PTGFRN	1	H	2	11216.26741
PTGFRN	1	H	3	9674.411462
PTGFRN	2	H	1	9194.907919
PTGFRN	2	H	2	8380.681291
PTGFRN	2	H	3	0
PTGFRN	3	H	1	7300.711511
PTGFRN	3	H	2	8196.11634
PTGFRN	3	H	3	6935.332454
PTGFRN	4	H	1	15937.73268
PTGFRN	4	H	2	15060.68512
PTGFRN	4	H	3	15804.53568
PTGFRN	5	H	1	6731.212385
PTGFRN	5	H	2	2827.089163
PTGFRN	5	H	3	0
PTGFRN	6	H	1	7758.939418
PTGFRN	6	H	2	7357.626307
PTGFRN	6	H	3	8164.99882
PTGFRN	1	L	1	7094.582714
PTGFRN	1	L	2	7080.981762
PTGFRN	1	L	3	6859.820634
PTGFRN	2	L	1	0
PTGFRN	2	L	2	0
PTGFRN	2	L	3	6856.982087
PTGFRN	3	L	1	0
PTGFRN	3	L	2	0
PTGFRN	3	L	3	0
PTGFRN	4	L	1	13318.75212
PTGFRN	4	L	2	7960.136727
PTGFRN	4	L	3	6684.702595
PTGFRN	5	L	1	0
PTGFRN	5	L	2	8182.297821
PTGFRN	5	L	3	5168.627082
PTGFRN	6	L	1	9317.838856
PTGFRN	6	L	2	6204.668626
PTGFRN	6	L	3	9067.179978
PRKAA1	1	H	1	12330.8
PRKAA1	1	H	2	15508.86312
PRKAA1	1	H	3	13674.79335
PRKAA1	2	H	1	10036.70313
PRKAA1	2	H	2	7692.265207
PRKAA1	2	H	3	9889.662404
PRKAA1	3	H	1	10001.93917
PRKAA1	3	H	2	11856.49385
PRKAA1	3	H	3	6456.718524
PRKAA1	4	H	1	0
PRKAA1	4	H	2	9960.277959
PRKAA1	4	H	3	0
PRKAA1	5	H	1	13679.72391
PRKAA1	5	H	2	11350.82671
PRKAA1	5	H	3	14610.81373
PRKAA1	6	H	1	10857.86647
PRKAA1	6	H	2	11483.30602
PRKAA1	6	H	3	13570.96012
PRKAA1	1	L	1	13028.15504
PRKAA1	1	L	2	8735.727022
PRKAA1	1	L	3	16974.35457
PRKAA1	2	L	1	13412.25264
PRKAA1	2	L	2	12939.35012
PRKAA1	2	L	3	13975.41802
PRKAA1	3	L	1	11917.3718
PRKAA1	3	L	2	13906.51498
PRKAA1	3	L	3	14944.75637
PRKAA1	4	L	1	0
PRKAA1	4	L	2	9173.73337
PRKAA1	4	L	3	9072.210086
PRKAA1	5	L	1	14478.91162
PRKAA1	5	L	2	15448.19251
PRKAA1	5	L	3	15039.73586
PRKAA1	6	L	1	14027.84141
PRKAA1	6	L	2	13782.13354
PRKAA1	6	L	3	11071.00544
CAPG	1	H	1	14109
CAPG	1	H	2	16843.75089
CAPG	1	H	3	15652.79327
CAPG	2	H	1	10366.39263
CAPG	2	H	2	9616.587912
CAPG	2	H	3	9574.229957
CAPG	3	H	1	7592.578345
CAPG	3	H	2	8900.558115
CAPG	3	H	3	7786.526557
CAPG	4	H	1	6182.914529
CAPG	4	H	2	8645.576199
CAPG	4	H	3	5392.859625
CAPG	5	H	1	22584.77297
CAPG	5	H	2	24117.17501
CAPG	5	H	3	20328.91319
CAPG	6	H	1	31203.62336
CAPG	6	H	2	33640.64215
CAPG	6	H	3	33514.67383
CAPG	1	L	1	17343.33732
CAPG	1	L	2	19822.45407
CAPG	1	L	3	23812.0552
CAPG	2	L	1	14604.15894
CAPG	2	L	2	14775.3443
CAPG	2	L	3	14709.92785
CAPG	3	L	1	12513.12994
CAPG	3	L	2	8657.221235
CAPG	3	L	3	13294.44334
CAPG	4	L	1	6796.501407
CAPG	4	L	2	5746.742954
CAPG	4	L	3	4387.712308
CAPG	5	L	1	20687.63994
CAPG	5	L	2	21415.58791
CAPG	5	L	3	21150.28589
CAPG	6	L	1	30286.25905
CAPG	6	L	2	34362.36238
CAPG	6	L	3	35598.82076
NUP88	1	H	1	21543.8
NUP88	1	H	2	22564.58591
NUP88	1	H	3	27755.41585
NUP88	2	H	1	30527.0229
NUP88	2	H	2	25773.62655
NUP88	2	H	3	34332.66884
NUP88	3	H	1	26871.36826
NUP88	3	H	2	25960.07068
NUP88	3	H	3	32509.48913
NUP88	4	H	1	9624.923631
NUP88	4	H	2	0
NUP88	4	H	3	0
NUP88	5	H	1	28789.3363
NUP88	5	H	2	29339.47166
NUP88	5	H	3	21167.50248
NUP88	6	H	1	24902.57956
NUP88	6	H	2	28937.90158
NUP88	6	H	3	28136.10622
NUP88	1	L	1	30594.25349
NUP88	1	L	2	26878.90978
NUP88	1	L	3	25976.55043
NUP88	2	L	1	29446.06605
NUP88	2	L	2	29840.23405
NUP88	2	L	3	36301.99774
NUP88	3	L	1	29443.75016
NUP88	3	L	2	34767.20455
NUP88	3	L	3	28143.10637
NUP88	4	L	1	27714.72042
NUP88	4	L	2	16835.08868
NUP88	4	L	3	23136.57872
NUP88	5	L	1	31277.63396
NUP88	5	L	2	30449.06313
NUP88	5	L	3	27092.14262
NUP88	6	L	1	22273.41512
NUP88	6	L	2	24568.65111
NUP88	6	L	3	27405.41252
GSN2	1	H	1	136419
GSN2	1	H	2	138068.7137
GSN2	1	H	3	141791.8382
GSN2	2	H	1	226769.7685
GSN2	2	H	2	242344.463
GSN2	2	H	3	217792.2276
GSN2	3	H	1	189470.7728
GSN2	3	H	2	197239.1259
GSN2	3	H	3	199342.7764
GSN2	4	H	1	166685.489
GSN2	4	H	2	221078.3893
GSN2	4	H	3	148834.4487
GSN2	5	H	1	202038.577
GSN2	5	H	2	214212.7381
GSN2	5	H	3	143016.5686
GSN2	6	H	1	177975.2743
GSN2	6	H	2	112535.6381
GSN2	6	H	3	110531.4125
GSN2	1	L	1	161386.064
GSN2	1	L	2	155362.2998
GSN2	1	L	3	154393.3278
GSN2	2	L	1	135533.4142
GSN2	2	L	2	140252.8582
GSN2	2	L	3	133442.4565
GSN2	3	L	1	115957.4634
GSN2	3	L	2	110447.4493
GSN2	3	L	3	121895.3385
GSN2	4	L	1	85072.6235
GSN2	4	L	2	142510.8538
GSN2	4	L	3	149519.6681
GSN2	5	L	1	111352.1589
GSN2	5	L	2	164021.5143
GSN2	5	L	3	114268.8787
GSN2	6	L	1	196768.7663
GSN2	6	L	2	179502.6483
GSN2	6	L	3	188747.658
TPD523	1	H	1	166958
TPD523	1	H	2	171948.0392
TPD523	1	H	3	189263.2473
TPD523	2	H	1	632413.8225
TPD523	2	H	2	671008.2469
TPD523	2	H	3	636794.8114
TPD523	3	H	1	612602.1336
TPD523	3	H	2	632512.0358
TPD523	3	H	3	659347.1914
TPD523	4	H	1	80727.7515
TPD523	4	H	2	72098.54855
TPD523	4	H	3	61867.251
TPD523	5	H	1	393330.7599
TPD523	5	H	2	426013.4063
TPD523	5	H	3	348026.0173
TPD523	6	H	1	328779.4452
TPD523	6	H	2	310682.4802
TPD523	6	H	3	311996.5605
TPD523	1	L	1	236704.5058
TPD523	1	L	2	209839.0714
TPD523	1	L	3	229779.3486
TPD523	2	L	1	428475.7876
TPD523	2	L	2	420996.4034
TPD523	2	L	3	416657.366
TPD523	3	L	1	379738.9343
TPD523	3	L	2	383557.4594
TPD523	3	L	3	383277.985
TPD523	4	L	1	69673.19203
TPD523	4	L	2	56272.38115
TPD523	4	L	3	60752.75779
TPD523	5	L	1	334830.922
TPD523	5	L	2	364123.7865
TPD523	5	L	3	281440.8067
TPD523	6	L	1	366603.8635
TPD523	6	L	2	370003.875
TPD523	6	L	3	372687.5553
STRN	1	H	1	9239.64
STRN	1	H	2	7535.203128
STRN	1	H	3	8350.548454
STRN	2	H	1	6856.636508
STRN	2	H	2	6519.618755
STRN	2	H	3	6536.959419
STRN	3	H	1	7242.390799
STRN	3	H	2	7273.776994
STRN	3	H	3	6100.054309
STRN	4	H	1	9021.228082
STRN	4	H	2	4569.59481
STRN	4	H	3	6771.456933
STRN	5	H	1	9138.914052
STRN	5	H	2	5021.544144
STRN	5	H	3	7110.274388
STRN	6	H	1	7536.27469
STRN	6	H	2	6187.018953
STRN	6	H	3	6836.196399
STRN	1	L	1	7759.190918
STRN	1	L	2	8096.277095
STRN	1	L	3	6802.927664
STRN	2	L	1	4306.463843
STRN	2	L	2	3598.126772
STRN	2	L	3	5909.688462
STRN	3	L	1	6884.043862
STRN	3	L	2	4067.017171
STRN	3	L	3	7858.303929
STRN	4	L	1	3897.902911
STRN	4	L	2	6050.19235
STRN	4	L	3	6808.420999
STRN	5	L	1	5855.45897
STRN	5	L	2	4965.743761
STRN	5	L	3	7674.857496
STRN	6	L	1	5719.29186
STRN	6	L	2	5981.279145
STRN	6	L	3	6377.540023
BZW1	1	H	1	26172.1
BZW1	1	H	2	29669.54474
BZW1	1	H	3	25888.24833
BZW1	2	H	1	22538.5699
BZW1	2	H	2	22473.05066
BZW1	2	H	3	19670.3849
BZW1	3	H	1	21377.77467
BZW1	3	H	2	21155.87948
BZW1	3	H	3	24603.91397
BZW1	4	H	1	18203.95217
BZW1	4	H	2	18258.65267
BZW1	4	H	3	14019.4002
BZW1	5	H	1	25059.98953
BZW1	5	H	2	27465.76691
BZW1	5	H	3	24447.98293
BZW1	6	H	1	24488.9959
BZW1	6	H	2	30821.28044
BZW1	6	H	3	26808.8465
BZW1	1	L	1	26457.77465
BZW1	1	L	2	28389.06805
BZW1	1	L	3	24469.98646
BZW1	2	L	1	31503.27168
BZW1	2	L	2	32090.85822
BZW1	2	L	3	31214.38286
BZW1	3	L	1	26636.04388
BZW1	3	L	2	27286.29337
BZW1	3	L	3	29284.09186
BZW1	4	L	1	14371.27566
BZW1	4	L	2	13581.64807
BZW1	4	L	3	18889.61491
BZW1	5	L	1	30829.13999
BZW1	5	L	2	29124.5677
BZW1	5	L	3	28796.15313
BZW1	6	L	1	26809.61763
BZW1	6	L	2	26340.26813
BZW1	6	L	3	27948.11725
KMT2A	1	H	1	0
KMT2A	1	H	2	5138.599047
KMT2A	1	H	3	0
KMT2A	2	H	1	12479.19428
KMT2A	2	H	2	14921.54889
KMT2A	2	H	3	12111.32431
KMT2A	3	H	1	14805.21928
KMT2A	3	H	2	10376.41763
KMT2A	3	H	3	10991.32149
KMT2A	4	H	1	0
KMT2A	4	H	2	0
KMT2A	4	H	3	0
KMT2A	5	H	1	0
KMT2A	5	H	2	3935.484868
KMT2A	5	H	3	6296.994906
KMT2A	6	H	1	5430.519466
KMT2A	6	H	2	6256.75533
KMT2A	6	H	3	6803.542532
KMT2A	1	L	1	5416.546185
KMT2A	1	L	2	0
KMT2A	1	L	3	0
KMT2A	2	L	1	5736.875759
KMT2A	2	L	2	6754.205919
KMT2A	2	L	3	0
KMT2A	3	L	1	6208.32115
KMT2A	3	L	2	0
KMT2A	3	L	3	0
KMT2A	4	L	1	2009.1032
KMT2A	4	L	2	0
KMT2A	4	L	3	0
KMT2A	5	L	1	5149.563042
KMT2A	5	L	2	3841.62259
KMT2A	5	L	3	6903.710477
KMT2A	6	L	1	4322.18718
KMT2A	6	L	2	0
KMT2A	6	L	3	5637.016526
DNM1L2	1	H	1	10781.4
DNM1L2	1	H	2	11503.80594
DNM1L2	1	H	3	10740.43454
DNM1L2	2	H	1	19405.75969
DNM1L2	2	H	2	17792.28448
DNM1L2	2	H	3	19058.14536
DNM1L2	3	H	1	18237.04121
DNM1L2	3	H	2	20479.37769
DNM1L2	3	H	3	20191.24925
DNM1L2	4	H	1	6430.740273
DNM1L2	4	H	2	7694.917791
DNM1L2	4	H	3	8587.363562
DNM1L2	5	H	1	14490.78081
DNM1L2	5	H	2	14657.34506
DNM1L2	5	H	3	14204.23129
DNM1L2	6	H	1	18309.35175
DNM1L2	6	H	2	18118.98805
DNM1L2	6	H	3	16157.98632
DNM1L2	1	L	1	13375.22184
DNM1L2	1	L	2	13727.06936
DNM1L2	1	L	3	14609.86093
DNM1L2	2	L	1	20033.47697
DNM1L2	2	L	2	21330.44705
DNM1L2	2	L	3	19259.78656
DNM1L2	3	L	1	19966.07091
DNM1L2	3	L	2	19710.86739
DNM1L2	3	L	3	18878.24292
DNM1L2	4	L	1	8369.828346
DNM1L2	4	L	2	6747.629794
DNM1L2	4	L	3	5622.666118
DNM1L2	5	L	1	15134.44269
DNM1L2	5	L	2	18269.37511
DNM1L2	5	L	3	19680.36335
DNM1L2	6	L	1	17843.00859
DNM1L2	6	L	2	18575.48452
DNM1L2	6	L	3	18391.95753
MOB1A	1	H	1	10492.4
MOB1A	1	H	2	11676.32906
MOB1A	1	H	3	18860.45357
MOB1A	2	H	1	15046.05594
MOB1A	2	H	2	17701.03606
MOB1A	2	H	3	12827.75521
MOB1A	3	H	1	5775.272905
MOB1A	3	H	2	12587.04722
MOB1A	3	H	3	12177.08323
MOB1A	4	H	1	0
MOB1A	4	H	2	2621.535347
MOB1A	4	H	3	0
MOB1A	5	H	1	9704.579034
MOB1A	5	H	2	13493.27349
MOB1A	5	H	3	12075.45654
MOB1A	6	H	1	5957.243794
MOB1A	6	H	2	10339.47727
MOB1A	6	H	3	9358.825495
MOB1A	1	L	1	17079.89023
MOB1A	1	L	2	15973.57002
MOB1A	1	L	3	13306.12982
MOB1A	2	L	1	13634.9649
MOB1A	2	L	2	15803.95425
MOB1A	2	L	3	20723.67838
MOB1A	3	L	1	11786.26966
MOB1A	3	L	2	10870.06518
MOB1A	3	L	3	13701.99282
MOB1A	4	L	1	14648.09309
MOB1A	4	L	2	7825.584619
MOB1A	4	L	3	17309.46477
MOB1A	5	L	1	9565.652858
MOB1A	5	L	2	10999.0344
MOB1A	5	L	3	11376.80054
MOB1A	6	L	1	8319.983197
MOB1A	6	L	2	16389.31148
MOB1A	6	L	3	13803.67458
SEZ6L2	1	H	1	0
SEZ6L2	1	H	2	4950.793061
SEZ6L2	1	H	3	3308.057372
SEZ6L2	2	H	1	16853.75203
SEZ6L2	2	H	2	19346.75
SEZ6L2	2	H	3	18591.01305
SEZ6L2	3	H	1	14853.40971
SEZ6L2	3	H	2	14920.63559
SEZ6L2	3	H	3	15128.64473
SEZ6L2	4	H	1	0
SEZ6L2	4	H	2	0
SEZ6L2	4	H	3	0
SEZ6L2	5	H	1	2383.484132
SEZ6L2	5	H	2	8064.23271
SEZ6L2	5	H	3	2864.249235
SEZ6L2	6	H	1	3154.624956
SEZ6L2	6	H	2	3032.428062
SEZ6L2	6	H	3	5326.458556
SEZ6L2	1	L	1	7402.390957
SEZ6L2	1	L	2	2566.775388
SEZ6L2	1	L	3	6140.33657
SEZ6L2	2	L	1	3189.386603
SEZ6L2	2	L	2	0
SEZ6L2	2	L	3	0
SEZ6L2	3	L	1	0
SEZ6L2	3	L	2	0
SEZ6L2	3	L	3	0
SEZ6L2	4	L	1	0
SEZ6L2	4	L	2	0
SEZ6L2	4	L	3	0
SEZ6L2	5	L	1	4045.96306
SEZ6L2	5	L	2	1033.81571
SEZ6L2	5	L	3	2894.714404
SEZ6L2	6	L	1	5960.647597
SEZ6L2	6	L	2	2194.320132
SEZ6L2	6	L	3	6776.985254
SEZ6L	1	H	1	0
SEZ6L	1	H	2	4950.793061
SEZ6L	1	H	3	3308.057372
SEZ6L	2	H	1	16853.75203
SEZ6L	2	H	2	19346.75
SEZ6L	2	H	3	18591.01305
SEZ6L	3	H	1	14853.40971
SEZ6L	3	H	2	14920.63559
SEZ6L	3	H	3	15128.64473
SEZ6L	4	H	1	0
SEZ6L	4	H	2	0
SEZ6L	4	H	3	0
SEZ6L	5	H	1	2383.484132
SEZ6L	5	H	2	8064.23271
SEZ6L	5	H	3	2864.249235
SEZ6L	6	H	1	3154.624956
SEZ6L	6	H	2	3032.428062
SEZ6L	6	H	3	5326.458556
SEZ6L	1	L	1	7402.390957
SEZ6L	1	L	2	2566.775388
SEZ6L	1	L	3	6140.33657
SEZ6L	2	L	1	3189.386603
SEZ6L	2	L	2	0
SEZ6L	2	L	3	0
SEZ6L	3	L	1	0
SEZ6L	3	L	2	0
SEZ6L	3	L	3	0
SEZ6L	4	L	1	0
SEZ6L	4	L	2	0
SEZ6L	4	L	3	0
SEZ6L	5	L	1	4045.96306
SEZ6L	5	L	2	1033.81571
SEZ6L	5	L	3	2894.714404
SEZ6L	6	L	1	5960.647597
